11149	11149_137_客廳區域_(5).jpg	False	11149_137_客廳區域-5-2.jpg	https://tanxin.space/wp-content/uploads/2026/01/137_客廳區域-5-2.jpg
11148	11148_137_客廳區域_(4).jpg	False	11148_137_客廳區域-4-2.jpg	https://tanxin.space/wp-content/uploads/2026/01/137_客廳區域-4-2.jpg
11147	11147_137_客廳區域_(3).jpg	False	11147_137_客廳區域-3-2.jpg	https://tanxin.space/wp-content/uploads/2026/01/137_客廳區域-3-2.jpg
11146	11146_137_客廳區域_(2).jpg	False	11146_137_客廳區域-2-2.jpg	https://tanxin.space/wp-content/uploads/2026/01/137_客廳區域-2-2.jpg
11145	11145_137_客廳區域_(1).jpg	False	11145_137_客廳區域-1-2.jpg	https://tanxin.space/wp-content/uploads/2026/01/137_客廳區域-1-2.jpg
11144	11145_137_客廳區域_(1).jpg	True	11144_137_客廳區域-1-1.jpg	https://tanxin.space/wp-content/uploads/2026/01/137_客廳區域-1-1.jpg
11136	11136_5.施工付款方式.jpg	False	11136_5.施工付款方式-3.jpg	https://tanxin.space/wp-content/uploads/2026/01/5.施工付款方式-3.jpg
11135	11135_所在位置3.jpg	False	11135_10.台南店所在位置.jpg	https://tanxin.space/wp-content/uploads/2026/01/10.台南店所在位置.jpg
11134	11134_9.不二價告示牌.jpg	False	11134_9.不二價告示牌.jpg	https://tanxin.space/wp-content/uploads/2026/01/9.不二價告示牌.jpg
11133	11133_8.監工費用說明.jpg	False	11133_8.監工費用說明.jpg	https://tanxin.space/wp-content/uploads/2026/01/8.監工費用說明.jpg
11132	11132_7.規劃施作細項.jpg	False	11132_7.規劃施作細項.jpg	https://tanxin.space/wp-content/uploads/2026/01/7.規劃施作細項.jpg
11131	11131_4.施作項目說明.jpg	False	11131_4.施作項目說明.jpg	https://tanxin.space/wp-content/uploads/2026/01/4.施作項目說明.jpg
11130	11130_專案啟動金費用說明.jpg	False	11130_3.規劃費用說明.jpg	https://tanxin.space/wp-content/uploads/2026/01/3.規劃費用說明.jpg
11129	11129_平面圖規劃工具示意照.jpg	False	11129_平面圖規劃工具示意照.jpg	https://tanxin.space/wp-content/uploads/2026/01/平面圖規劃工具示意照.jpg
11125	11125_相片_2023_10_20_下午4_08_49.jpg	False	11125_相片-2023-10-20-下午4-08-49.jpg	https://tanxin.space/wp-content/uploads/2026/01/相片-2023-10-20-下午4-08-49.jpg
11124	11124_640-客廳.jpg	False	11124_客廳-1920.jpg	https://tanxin.space/wp-content/uploads/2026/01/客廳-1920.jpg
11076	11076_為什麼我們需要智慧家電？.jpg	False	11076_ChatGPT-Image_1.jpg	https://tanxin.space/wp-content/uploads/2025/07/ChatGPT-Image_1.jpg
11066	11066_DSC03832_HDR_編輯.jpg	False	11066_DSC03832-HDR-編輯-1.jpg	https://tanxin.space/wp-content/uploads/2025/07/DSC03832-HDR-編輯-1.jpg
10982	10982_347_捷市GO5.jpg	False	10982_347-捷市GO5-4.jpg	https://tanxin.space/wp-content/uploads/2025/07/347-捷市GO5-4.jpg
10980	10980_392_多城市.jpg	False	10980_392-多城市.jpg	https://tanxin.space/wp-content/uploads/2025/07/392-多城市.jpg
10979	10979_347_捷市GO5.jpg	False	10979_347-捷市GO5-3.jpg	https://tanxin.space/wp-content/uploads/2025/07/347-捷市GO5-3.jpg
10978	10978_382_陽雄鳳_鳳山銳揚新世代.jpg	False	10978_382-陽雄鳳-鳳山銳揚新世代-3.jpg	https://tanxin.space/wp-content/uploads/2025/07/382-陽雄鳳-鳳山銳揚新世代-3.jpg
10977	10977_347_捷市GO5.jpg	False	10977_347-捷市GO5-2.jpg	https://tanxin.space/wp-content/uploads/2025/07/347-捷市GO5-2.jpg
10976	10976_382_陽雄鳳_鳳山銳揚新世代.jpg	False	10976_382-陽雄鳳-鳳山銳揚新世代-2.jpg	https://tanxin.space/wp-content/uploads/2025/07/382-陽雄鳳-鳳山銳揚新世代-2.jpg
10975	10975_382_陽雄鳳_鳳山銳揚新世代.jpg	False	10975_382-陽雄鳳-鳳山銳揚新世代-1.jpg	https://tanxin.space/wp-content/uploads/2025/07/382-陽雄鳳-鳳山銳揚新世代-1.jpg
10974	10974_347_捷市GO5.jpg	False	10974_347-捷市GO5-1.jpg	https://tanxin.space/wp-content/uploads/2025/07/347-捷市GO5-1.jpg
10973	10973_347_捷市GO5.jpg	False	10973_347-捷市GO5.jpg	https://tanxin.space/wp-content/uploads/2025/07/347-捷市GO5.jpg
10972	10972_382_陽雄鳳_鳳山銳揚新世代.jpg	False	10972_382-陽雄鳳-鳳山銳揚新世代.jpg	https://tanxin.space/wp-content/uploads/2025/07/382-陽雄鳳-鳳山銳揚新世代.jpg
10971	10971_306_佳順12FC1.jpg	False	10971_306-佳順12FC1.jpg	https://tanxin.space/wp-content/uploads/2025/07/306-佳順12FC1.jpg
10963	10963_窗簾盒_1_工作區域_1.jpg	False	10963_窗簾盒-1_工作區域-1.jpg	https://tanxin.space/wp-content/uploads/2025/07/窗簾盒-1_工作區域-1.jpg
10962	10962_窗簾盒規劃.jpg	False	10962_DSC03832-HDR-編輯.jpg	https://tanxin.space/wp-content/uploads/2025/07/DSC03832-HDR-編輯.jpg
10809	10809_地板清潔保養照片_03_01_01.webp	False	10809_地板清潔保養照片-03-01-01-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-03-01-01-scaled.webp
10807	10807_地板清潔保養照片_03_01.webp	False	10807_地板清潔保養照片-03-01-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-03-01-scaled.webp
10800	10800_地板清潔保養照片_05.webp	False	10800_地板清潔保養照片-05-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-05-scaled.webp
10799	10799_地板清潔保養照片_03_1.webp	False	10799_地板清潔保養照片-03-1-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-03-1-scaled.webp
10797	10797_地板清潔保養照片_01.webp	False	10797_地板清潔保養照片-01-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-01-scaled.webp
10769	10769_地板清潔保養照片_08_08_08_08.webp	False	10769_地板清潔保養照片-08-08-08-08-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-08-08-08-08-scaled.webp
10761	10761_地板清潔保養照片_08_08_08.webp	False	10761_地板清潔保養照片-08-08-08-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-08-08-08-scaled.webp
10750	10750_地板清潔保養照片_04_04.webp	False	10750_地板清潔保養照片-04-04-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-04-04-scaled.webp
10732	10732_地板清潔保養照片_08_07_07_1.webp	False	10732_地板清潔保養照片-08-07-07-1-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-08-07-07-1-scaled.webp
10730	10730_地板清潔保養照片_08_07_07.webp	False	10730_地板清潔保養照片-08-07-07-scaled.webp	https://tanxin.space/wp-content/uploads/2024/03/地板清潔保養照片-08-07-07-scaled.webp
